Subfolder,Image1,Image2,Matches_num,Good_matches_num,Good_matches_ransac_num,X_hist
"20231018_Ponder_9A_5,10",P1130942.JPG,P1130943.JPG,17373,226,111,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 20, 13, 15, 16, 21, 5, 0, 0, 0]"
"20231018_Ponder_9A_5,10",P1130943.JPG,P1130944.JPG,17613,262,145,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 21, 19, 19, 11, 20, 15, 22, 8, 0, 0]"
"20231018_Ponder_9A_5,10",P1130944.JPG,P1130945.JPG,17506,273,157,"[1, 11, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 14, 39, 23, 19, 19, 16, 1, 0, 0]"
"20231018_Ponder_9A_5,11",P1130736.JPG,P1130737.JPG,19006,2370,1797,"[28, 29, 51, 64, 50, 65, 63, 74, 65, 38, 49, 32, 46, 41, 52, 85, 76, 57, 59, 48, 30, 28, 25, 19, 11, 26, 25, 43, 37, 45, 60, 64, 56, 54, 49, 47, 45, 37, 18, 6, 0, 0]"
"20231018_Ponder_9A_5,11",P1130737.JPG,P1130738.JPG,18429,1819,1236,"[3, 9, 26, 24, 19, 21, 27, 24, 12, 15, 21, 10, 28, 23, 29, 20, 28, 31, 38, 45, 38, 23, 29, 30, 39, 21, 19, 35, 40, 40, 68, 53, 77, 56, 44, 38, 31, 40, 61, 1, 0, 0]"
"20231018_Ponder_9A_5,11",P1130738.JPG,P1130739.JPG,19091,987,578,"[0, 0, 11, 14, 7, 7, 4, 10, 10, 7, 9, 7, 11, 3, 4, 6, 1, 6, 8, 15, 16, 15, 15, 3, 2, 3, 2, 6, 7, 24, 22, 30, 55, 39, 55, 51, 34, 48, 10, 1, 0, 0]"
"20231018_Ponder_9A_5,11",P1130739.JPG,P1130740.JPG,19220,855,504,"[0, 0, 0, 0, 3, 11, 7, 0, 7, 5, 4, 7, 6, 2, 11, 6, 3, 3, 8, 4, 14, 12, 12, 20, 20, 10, 9, 2, 2, 10, 11, 14, 8, 11, 18, 39, 70, 41, 32, 56, 6, 0]"
"20231018_Ponder_9A_5,11",P1130740.JPG,P1130741.JPG,19604,1030,602,"[0, 0, 3, 21, 38, 17, 6, 5, 3, 1, 0, 0, 7, 10, 13, 7, 3, 4, 2, 2, 0, 0, 2, 9, 10, 12, 4, 5, 9, 9, 7, 9, 10, 27, 55, 63, 69, 71, 61, 28, 0, 0]"
"20231018_Ponder_9A_5,11",P1130741.JPG,P1130742.JPG,18951,849,471,"[0, 0, 3, 9, 9, 5, 5, 15, 12, 16, 11, 2, 6, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 25, 36, 44, 49, 52, 56, 54, 42, 8, 0, 0]"
"20231018_Ponder_9A_5,11",P1130742.JPG,P1130743.JPG,19336,936,589,"[0, 29, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 54, 102, 94, 78, 52, 74, 67, 17, 0, 0]"
"20231018_Ponder_9A_5,11",P1130743.JPG,P1130744.JPG,18674,783,450,"[0, 16, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 28, 70, 113, 67, 33, 43, 37, 4, 0, 0]"
"20231018_Ponder_9A_5,11",P1130744.JPG,P1130745.JPG,18268,863,494,"[0, 17, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 67, 83, 93, 59, 64, 49, 20, 0, 0]"
"20231018_Ponder_9A_5,11",P1130745.JPG,P1130746.JPG,19329,892,483,"[66, 79, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 46, 62, 69, 64, 52, 21, 0, 0, 0]"
"20231018_Ponder_9A_5,11",P1130746.JPG,P1130747.JPG,19517,663,351,"[0, 0, 0, 0, 0, 1, 11, 19, 32, 15, 4, 3, 1, 2, 2, 4, 1, 0, 5, 2, 5, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 26, 47, 62, 58, 37, 7, 0]"
"20231018_Ponder_9A_5,13",P1130236.JPG,P1130237.JPG,17305,2531,1693,"[47, 64, 69, 65, 50, 44, 56, 66, 65, 81, 73, 82, 83, 53, 54, 65, 45, 51, 52, 38, 63, 50, 57, 43, 32, 19, 21, 23, 21, 12, 18, 1, 13, 29, 22, 19, 23, 19, 5, 0, 0, 0]"
"20231018_Ponder_9A_5,13",P1130237.JPG,P1130238.JPG,17683,2330,1388,"[8, 21, 26, 33, 40, 29, 26, 46, 46, 44, 39, 40, 52, 81, 53, 76, 62, 56, 51, 34, 46, 35, 40, 37, 35, 18, 28, 17, 18, 28, 17, 13, 16, 10, 12, 18, 45, 30, 47, 15, 0, 0]"
"20231018_Ponder_9A_5,13",P1130238.JPG,P1130239.JPG,17659,1010,477,"[0, 0, 3, 5, 2, 8, 1, 2, 3, 4, 6, 11, 19, 30, 59, 62, 54, 35, 17, 10, 14, 17, 8, 12, 19, 7, 9, 4, 2, 9, 10, 4, 3, 3, 1, 0, 6, 7, 10, 1, 0, 0]"
"20231018_Ponder_9A_5,13",P1130239.JPG,P1130240.JPG,18949,529,267,"[0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 5, 11, 9, 13, 8, 14, 5, 7, 0, 3, 3, 6, 4, 1, 4, 10, 5, 6, 3, 0, 1, 1, 3, 7, 3, 25, 23, 38, 30, 13, 0, 0]"
"20231018_Ponder_9A_5,13",P1130240.JPG,P1130241.JPG,19535,417,197,"[0, 0, 1, 8, 13, 15, 6, 4, 0, 1, 0, 1, 0, 1, 2, 2, 0, 0, 1, 1, 0, 1, 7, 0, 0, 6, 6, 5, 6, 1, 1, 0, 2, 2, 3, 17, 27, 30, 26, 1, 0, 0]"
"20231018_Ponder_9A_5,13",P1130241.JPG,P1130242.JPG,19287,743,485,"[0, 0, 5, 9, 21, 17, 3, 11, 2, 1, 2, 4, 6, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 3, 3, 8, 28, 37, 52, 53, 60, 42, 59, 50, 1, 0, 0]"
"20231018_Ponder_9A_5,13",P1130242.JPG,P1130243.JPG,19730,1069,742,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 43, 86, 108, 65, 79, 52, 73, 80, 79, 65, 0, 0]"
"20231018_Ponder_9A_5,13",P1130243.JPG,P1130244.JPG,19209,920,651,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 94, 107, 78, 54, 67, 59, 59, 56, 34, 0, 0]"
"20231018_Ponder_9A_5,13",P1130244.JPG,P1130245.JPG,18307,752,446,"[15, 13, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 17, 40, 68, 39, 50, 54, 54, 53, 27, 0, 0, 0]"
"20231018_Ponder_9A_5,13",P1130245.JPG,P1130246.JPG,18333,762,508,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 1, 7, 22, 27, 46, 56, 67, 70, 92, 87, 26, 0, 0]"
"20231018_Ponder_9A_5,13",P1130246.JPG,P1130247.JPG,18827,544,240,"[9, 18, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 4, 6, 3, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6, 10, 12, 44, 42, 65, 2, 0, 0]"
"20231018_Ponder_9A_5,5",P1150014.JPG,P1150016.JPG,18698,702,307,"[1, 1, 4, 5, 9, 9, 21, 8, 7, 5, 11, 13, 19, 22, 32, 19, 18, 11, 9, 7, 5, 2, 4, 1, 0, 0, 0, 4, 8, 10, 8, 3, 3, 4, 10, 9, 3, 2, 0, 0, 0, 0]"
"20231018_Ponder_9A_5,5",P1150016.JPG,P1150017.JPG,17115,1018,528,"[0, 12, 18, 33, 24, 45, 41, 52, 58, 39, 15, 15, 19, 19, 23, 26, 18, 13, 8, 0, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 9, 21, 5, 0, 0]"
"20231018_Ponder_9A_5,5",P1150017.JPG,P1150018.JPG,18418,696,454,"[31, 83, 86, 78, 59, 41, 23, 9, 4, 1, 0, 4, 5, 24, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_5,5",P1150018.JPG,P1150019.JPG,19390,749,493,"[1, 52, 107, 97, 68, 51, 51, 25, 7, 2, 0, 2, 0, 0, 0, 0, 0, 2, 4, 7, 3, 0, 0, 0, 2, 4, 1, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_5,5",P1150019.JPG,P1150020.JPG,19827,1010,614,"[27, 115, 123, 87, 55, 50, 28, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 4, 25, 35, 13, 27, 18, 0, 0]"
"20231018_Ponder_9A_5,5",P1150020.JPG,P1150021.JPG,19340,1106,679,"[27, 93, 117, 75, 83, 82, 47, 34, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 7, 22, 9, 11, 20, 25, 17, 0, 0, 0]"
"20231018_Ponder_9A_5,5",P1150021.JPG,P1150022.JPG,19497,959,563,"[0, 82, 120, 85, 80, 38, 26, 13, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 4, 4, 10, 7, 32, 51, 5, 0, 0]"
"20231018_Ponder_9A_5,5",P1150022.JPG,P1150023.JPG,18504,1034,671,"[7, 145, 81, 89, 94, 60, 79, 51, 13, 4, 2, 8, 24, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_5,5",P1150023.JPG,P1150024.JPG,19564,1141,799,"[46, 135, 113, 96, 104, 101, 104, 51, 10, 7, 5, 0, 0, 6, 5, 0, 0, 0, 2, 0, 1, 1, 2, 0, 1, 2, 1, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_5,5",P1150024.JPG,P1150025.JPG,19622,948,544,"[0, 115, 77, 63, 66, 71, 89, 39, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 5, 9, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_5,5",P1150025.JPG,P1150026.JPG,19370,908,516,"[14, 115, 70, 101, 90, 57, 48, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 3, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_5,8",P1140368.JPG,P1140369.JPG,9735,697,529,"[0, 2, 2, 2, 0, 2, 11, 7, 10, 6, 12, 16, 18, 15, 9, 9, 19, 12, 15, 17, 19, 13, 20, 12, 6, 10, 9, 17, 23, 33, 30, 26, 23, 24, 30, 13, 9, 7, 15, 6, 0, 0]"
"20231018_Ponder_9A_5,8",P1140369.JPG,P1140370.JPG,11265,540,454,"[4, 7, 13, 3, 18, 10, 13, 5, 10, 9, 6, 14, 11, 12, 11, 6, 12, 12, 19, 15, 11, 27, 10, 12, 12, 12, 2, 6, 14, 12, 26, 8, 12, 20, 28, 11, 8, 8, 5, 0, 0, 0]"
"20231018_Ponder_9A_5,8",P1140370.JPG,P1140371.JPG,12799,481,381,"[3, 4, 9, 12, 6, 10, 6, 11, 2, 11, 3, 8, 4, 6, 9, 6, 4, 8, 4, 6, 12, 10, 13, 6, 4, 12, 7, 11, 5, 11, 13, 25, 32, 21, 14, 12, 20, 11, 10, 0, 0, 0]"
"20231018_Ponder_9A_5,8",P1140371.JPG,P1140372.JPG,13766,252,137,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 6, 13, 10, 17, 23, 24, 15, 26, 0, 0]"
"20231018_Ponder_9A_5,8",P1140372.JPG,P1140373.JPG,16734,147,57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 13, 3, 13, 15, 6, 0, 0]"
"20231018_Ponder_9A_5,8",P1140373.JPG,P1140374.JPG,17920,170,76,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 6, 5, 8, 15, 22, 6, 3, 0, 0]"
"20231018_Ponder_9A_5,8",P1140374.JPG,P1140375.JPG,18115,232,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 10, 12, 23, 15, 20, 16, 11, 0, 0, 0]"
"20231018_Ponder_9A_5,8",P1140375.JPG,P1140376.JPG,17230,278,156,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 8, 16, 17, 34, 23, 14, 9, 24, 9, 0, 0]"
"20231018_Ponder_9A_5,8",P1140376.JPG,P1140377.JPG,17553,267,137,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 25, 27, 14, 16, 21, 14, 11, 3, 0, 0, 0]"
"20231018_Ponder_9A_5,8",P1140377.JPG,P1140378.JPG,17429,181,69,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 14, 19, 4, 0, 0]"
"20231018_Ponder_9A_5,8",P1140378.JPG,P1140379.JPG,17893,128,45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 5, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 15, 1, 0]"
"20231018_Ponder_9A_5,9",P1140166.JPG,P1140167.JPG,18856,3445,2484,"[0, 13, 37, 36, 41, 68, 83, 68, 77, 45, 67, 54, 55, 71, 84, 83, 101, 103, 100, 98, 73, 84, 67, 65, 69, 69, 60, 63, 67, 55, 61, 70, 72, 59, 57, 59, 52, 29, 36, 33, 0, 0]"
"20231018_Ponder_9A_5,9",P1140167.JPG,P1140168.JPG,18690,3473,2328,"[57, 107, 97, 111, 67, 62, 77, 58, 64, 61, 74, 61, 44, 49, 35, 49, 54, 74, 86, 77, 89, 54, 75, 62, 46, 55, 54, 41, 33, 71, 58, 64, 50, 77, 47, 25, 17, 23, 19, 4, 0, 0]"
"20231018_Ponder_9A_5,9",P1140168.JPG,P1140169.JPG,18530,2063,1103,"[22, 98, 131, 87, 48, 8, 7, 11, 34, 30, 46, 32, 11, 18, 10, 6, 6, 13, 33, 28, 27, 17, 29, 20, 15, 17, 22, 11, 4, 13, 41, 26, 21, 21, 25, 30, 33, 36, 16, 0, 0, 0]"
"20231018_Ponder_9A_5,9",P1140169.JPG,P1140170.JPG,18048,885,506,"[0, 0, 33, 51, 38, 28, 26, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 28, 35, 19, 31, 66, 73, 41, 0]"
"20231018_Ponder_9A_5,9",P1140170.JPG,P1140171.JPG,18348,727,373,"[0, 0, 0, 0, 0, 14, 5, 2, 5, 6, 3, 0, 1, 3, 0, 0, 0, 0, 4, 10, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 4, 7, 45, 47, 81, 54, 36, 27, 14, 0, 0]"
"20231018_Ponder_9A_5,9",P1140171.JPG,P1140172.JPG,18520,732,395,"[0, 0, 1, 0, 6, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 7, 21, 48, 37, 73, 80, 75, 36, 0, 0, 0]"
"20231018_Ponder_9A_5,9",P1140172.JPG,P1140173.JPG,18857,819,484,"[20, 28, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24, 45, 54, 47, 76, 75, 68, 30, 0, 0, 0]"
"20231018_Ponder_9A_5,9",P1140173.JPG,P1140174.JPG,18197,771,549,"[0, 39, 32, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 60, 110, 120, 45, 43, 42, 25, 0, 0]"
"20231018_Ponder_9A_5,9",P1140174.JPG,P1140175.JPG,18237,817,576,"[0, 1, 16, 19, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 23, 54, 89, 114, 111, 74, 46, 16, 0, 0]"
"20231018_Ponder_9A_5,9",P1140175.JPG,P1140176.JPG,18635,862,538,"[2, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 37, 68, 73, 63, 76, 79, 76, 37, 0, 0, 0]"
"20231018_Ponder_9A_5,9",P1140176.JPG,P1140177.JPG,18669,840,571,"[7, 18, 30, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31, 84, 115, 108, 62, 62, 48, 1, 0, 0, 0]"
"20231018_Ponder_9A_6,11",P1130755.JPG,P1130756.JPG,18006,2105,1371,"[0, 0, 4, 17, 7, 16, 26, 27, 40, 45, 36, 30, 31, 26, 14, 42, 38, 43, 29, 48, 78, 56, 43, 59, 64, 59, 71, 76, 34, 49, 30, 24, 11, 19, 46, 42, 33, 28, 21, 9, 0, 0]"
"20231018_Ponder_9A_6,11",P1130756.JPG,P1130757.JPG,17668,2441,2002,"[11, 34, 38, 42, 79, 49, 44, 58, 76, 73, 70, 50, 48, 50, 62, 55, 40, 41, 48, 51, 79, 58, 36, 41, 60, 54, 70, 63, 72, 60, 82, 73, 52, 49, 34, 29, 24, 19, 12, 16, 0, 0]"
"20231018_Ponder_9A_6,11",P1130757.JPG,P1130758.JPG,17613,1433,910,"[0, 2, 1, 2, 14, 31, 29, 28, 13, 11, 22, 35, 19, 29, 36, 43, 34, 16, 6, 2, 17, 6, 3, 7, 6, 14, 14, 20, 20, 22, 38, 58, 69, 76, 59, 36, 36, 21, 15, 0, 0, 0]"
"20231018_Ponder_9A_6,11",P1130758.JPG,P1130759.JPG,18229,718,343,"[0, 0, 4, 9, 14, 12, 6, 7, 13, 12, 8, 5, 7, 8, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 13, 30, 35, 44, 51, 54, 3, 0, 0]"
"20231018_Ponder_9A_6,11",P1130759.JPG,P1130760.JPG,18980,637,274,"[0, 3, 21, 23, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22, 46, 44, 45, 36, 8, 0]"
"20231018_Ponder_9A_6,11",P1130760.JPG,P1130761.JPG,19406,892,485,"[4, 64, 86, 22, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 31, 51, 66, 63, 64, 21, 0, 0]"
"20231018_Ponder_9A_6,11",P1130761.JPG,P1130762.JPG,19793,912,465,"[0, 0, 0, 0, 1, 5, 8, 9, 13, 15, 22, 14, 6, 4, 1, 0, 7, 1, 0, 3, 2, 1, 4, 4, 16, 6, 8, 12, 7, 6, 0, 0, 0, 0, 14, 51, 64, 88, 48, 25, 0, 0]"
"20231018_Ponder_9A_6,11",P1130762.JPG,P1130763.JPG,19473,873,383,"[0, 19, 32, 19, 17, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 43, 83, 66, 70, 28, 0, 0]"
"20231018_Ponder_9A_6,11",P1130763.JPG,P1130764.JPG,19193,845,346,"[6, 32, 46, 55, 22, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23, 56, 62, 33, 0, 0, 0]"
"20231018_Ponder_9A_6,11",P1130764.JPG,P1130765.JPG,19230,809,367,"[0, 45, 61, 49, 20, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29, 52, 67, 38, 0, 0]"
"20231018_Ponder_9A_6,11",P1130765.JPG,P1130766.JPG,19062,784,365,"[0, 0, 0, 15, 34, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 16, 45, 85, 84, 50, 26, 1]"
"20231018_Ponder_9A_6,12",P1130489.JPG,P1130490.JPG,10783,517,345,"[0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 3, 4, 4, 5, 6, 6, 10, 20, 13, 18, 21, 16, 23, 23, 7, 12, 11, 11, 12, 7, 17, 12, 15, 14, 10, 14, 17, 5, 3, 0, 0, 0]"
"20231018_Ponder_9A_6,12",P1130490.JPG,P1130491.JPG,11795,562,397,"[1, 5, 3, 3, 4, 3, 4, 2, 2, 4, 10, 7, 8, 14, 6, 14, 8, 12, 10, 7, 24, 14, 9, 22, 6, 4, 11, 11, 10, 16, 11, 9, 11, 23, 22, 17, 23, 23, 4, 0, 0, 0]"
"20231018_Ponder_9A_6,12",P1130491.JPG,P1130492.JPG,13465,281,90,"[0, 13, 16, 2, 12, 2, 5, 1, 2, 3, 1, 1, 2, 1, 2, 0, 0, 0, 0, 4, 13, 4, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,12",P1130492.JPG,P1130493.JPG,15982,175,69,"[0, 2, 17, 5, 5, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 5, 1, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 5, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,12",P1130493.JPG,P1130494.JPG,18132,162,67,"[3, 16, 4, 7, 10, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 2, 5, 3, 0, 0, 1, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,12",P1130494.JPG,P1130495.JPG,18229,192,91,"[7, 6, 13, 15, 13, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 6, 6, 4, 3, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,12",P1130495.JPG,P1130496.JPG,17872,272,124,"[9, 10, 17, 22, 12, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 7, 3, 10, 11, 5, 0, 0]"
"20231018_Ponder_9A_6,12",P1130496.JPG,P1130497.JPG,17633,217,100,"[0, 8, 14, 10, 8, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 6, 9, 12, 12, 1, 0]"
"20231018_Ponder_9A_6,12",P1130497.JPG,P1130498.JPG,17852,125,47,"[0, 4, 8, 4, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,12",P1130498.JPG,P1130499.JPG,18501,113,34,"[0, 3, 4, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 3, 0, 0]"
"20231018_Ponder_9A_6,12",P1130499.JPG,P1130500.JPG,18774,146,48,"[8, 12, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,13",P1130256.JPG,P1130257.JPG,15527,2533,2035,"[0, 57, 72, 54, 75, 88, 88, 68, 56, 45, 53, 66, 71, 49, 56, 60, 53, 61, 42, 52, 22, 32, 56, 57, 62, 35, 42, 51, 52, 65, 57, 48, 39, 32, 46, 29, 45, 24, 39, 36, 0, 0]"
